city,state,date__,time__,shape,duration -- seconds,comments,date posted,latitude,longitude 
morgantown,wv,2009-11-08,23:35:00,triangle,90.0,triangle shape with a light on each tip of the triangle. a red light on the top tip of the triangle.,12/12/2009,39.6294444,-79.9561111
austin,tx,2009-04-07,18:50:00,unknown,20.0,A very bright object over Austin TX that follows plan then passes it like nothing seem to be investigating the plan.,4/14/2009,30.2669444,-97.7427778
ontario,ca,2009-04-19,21:35:00,circle,120.0,4 orange dots im the sky,5/12/2009,34.0633333,-117.65
albuquerque,nm,2009-08-04,20:57:00,other,120.0,Blue/Green Glowing Figure 8 shape sighted in North East Albuquerque - followed by possible Military Aircraft,8/5/2009,35.0844444,-106.6505556
las vegas,nv,2009-03-27,21:30:00,formation,10.0,delta formation of lights by LAS,4/14/2009,36.175,-115.1363889
gibsonia,pa,2009-09-19,20:00:00,cone,45.0,Strange coned shaped light setting still and silent in the eastern night sky.  ((NUFORC Note:  Missile launch.  PD)),12/12/2009,40.63,-79.9697222
dixon,mo,2009-01-24,01:15:00,circle,300.0,Description: bright object lands near forest,3/19/2009,37.9916667,-92.0936111
hope,nj,2009-09-19,20:00:00,cone,50.0,UACNJ observatory in Hope&#44 NJ looking due south; searchlight shining straight.  ((NUFORC Note:  Missile launch.  PD)),12/12/2009,40.9111111,-74.9677778
lake wales,fl,2009-12-01,21:30:00,triangle,120.0,It initially resembled a large orange light &#44but once I got closer&#44 it looked like three orange lights in the shape of a triangle.,12/12/2009,27.9011111,-81.5861111
marysville,wa,2009-07-15,22:00:00,sphere,180.0,Red-orange sphere hovering north of Seattle,8/5/2009,48.0519444,-122.1758333
middletown,oh,2009-07-18,21:45:00,light,120.0,I was pulling down my friends drive way when i saw four bright lights about a quarter the size of the moon.The lights was sorta round i,8/5/2009,39.515,-84.3983333
pittsburgh,pa,2009-06-09,20:40:00,light,1500.0,daytime  sighting&#44  no  clouds  just  blue  sky  and  a  very  bright  white  light.  i  took  pictures,8/27/2009,40.4405556,-79.9961111
reno,nv,2009-07-21,23:00:00,light,30.0,Mysterious Bright Light moving very fast across the sky.,8/5/2009,39.5297222,-119.8127778
louisville,ky,2009-05-21,23:20:00,light,600.0,I witnessed what appeared to be a faint star moving at a high rate of speed.  Then after the first one left our sight we witnessed two,6/9/2009,38.2541667,-85.7594444
palmdale,ca,2009-01-06,19:45:00,light,1800.0,Abnormaly bright light hovering above the western horizon for 20 min. Very strange&#44 piqued my curiosity.  ((NUFORC Note:  Venus.  PD)),1/10/2009,34.5794444,-118.1155556
creswell,or,2009-10-14,22:00:00,fireball,45.0,Light blue colored light moves  and zig zags in the sky then disapears in  Creswell Oregon.,12/12/2009,43.9180556,-123.0233333
golden valley,az,2009-03-06,20:00:00,light,300.0,Brightly lit then disappeared.  ((NUFORC Note:  Venus??  PD)),3/19/2009,35.2233333,-114.2222222
tampa,fl,2009-04-07,21:45:00,sphere,1.5,A bright green sphere about the size of the moon shot across the sky in Tampa FL.,4/14/2009,27.9472222,-82.4586111
amarillo,tx,2009-01-06,20:00:00,triangle,120.0,Two&#44 maybe three&#44 possible ufos of triangle shape- one of which was moving slowly.,1/10/2009,35.2219444,-101.8308333
lakewood,co,2009-11-09,18:25:00,sphere,120.0,He could see a dome top with vertical lines&#44 the object was slowly rotating&#44 and the bottom was lit up.,12/12/2009,39.7047222,-105.0808333
westland,mi,2009-07-25,00:30:00,sphere,300.0,The object appeared out of the south it appeared to be a ball shape with an orange glow and headed north. the object made no noise,8/5/2009,42.3241667,-83.4002778
saint paul,mn,2009-08-25,23:45:00,formation,120.0,strange lights in saint paul mn,8/27/2009,44.9444444,-93.0930556
phoenix,az,2009-09-14,13:10:00,formation,900.0,6 craft over phoenix in broad day light visible for at least 15 minutes,12/12/2009,33.4483333,-112.0733333
leburn,ky,2009-06-02,16:45:00,triangle,10.0,Large triangular craft&#44 3 large red orb shapes and peachy connectors connecting the orbs&#44 lasted for maybe 10 to 15 seconds,6/9/2009,37.3480556,-82.9552778
salem,va,2009-03-25,14:00:00,formation,3.0,Fast moving formation that looked much like the London sighting.,4/14/2009,37.2933333,-80.055
hunters,wa,2009-07-27,22:15:00,light,900.0,4 orange lights some changing color and slowly moving.,12/12/2009,48.1169444,-118.2008333
beatrice,ne,2009-01-24,00:30:00,disk,14400.0,4 hours in the sky.....same location.....colored lights,3/19/2009,40.2680556,-96.7466667
sanford,fl,2009-03-13,20:00:00,triangle,60.0,Large&#44 low&#44 slow moving black triangular object with mulitple lights,3/19/2009,28.8002778,-81.2733333
rowlett,tx,2009-10-16,20:00:00,circle,1500.0,I live in Rowlett&#44 TX and on October 16&#44 2009 I saw a circular bright object that pulsated with multiple colors within it.,12/12/2009,32.9027778,-96.5636111
nashville,tn,2009-04-06,21:15:00,oval,120.0,NUFORC Home Page Web Report Indexes : by Event Date | by Location | by Shape | by Posting Date National UFO Reporting Center Sighting R,6/9/2009,36.1658333,-86.7844444
egan,sd,2009-06-22,21:16:00,oval,180.0,2 to 3 minute sighting of bright oval shaped object.moving south.,8/5/2009,43.9991667,-96.6486111
murrells inlet,sc,2009-04-17,20:00:00,flash,60.0,UFO was approximately 2000-5000 above the ocean&#44 hard to guage how far away they were.  First pulses of light brought object to our att,5/12/2009,33.5508333,-79.0416667
kearney,ne,2009-02-05,01:00:00,circle,600.0,Large&#44 round&#44 red light sighted in Kearney&#44 Nebraska silently flying very low and slow to the ground.,3/19/2009,40.6994444,-99.0811111
woodbridge,nj,2009-12-01,03:00:00,rectangle,420.0,2:50AM - Woodbridge&#44 NJ - UFO Spaceship sighting - 5 windows - bright light in windows.,12/12/2009,40.5575,-74.285
normantown,wv,2009-11-26,18:30:00,unknown,240.0,Stationary&#44 star-like white lights suddenly approached and passed directly overhead,8/30/2013,38.8516667,-80.9366667
eastsound,wa,2009-02-28,05:00:00,light,20.0,Brilliant white light glides above tree line&#44 no sound but a very faint hum.,3/19/2009,48.6969444,-122.9041667
hamilton,oh,2009-10-29,21:00:00,light,45.0,Red-Lighted UFO,12/12/2009,39.3994444,-84.5613889
dayton,oh,2009-10-19,01:30:00,light,600.0,A bright white light over Dayton that danced around the sky at incredible speeds,12/12/2009,39.7588889,-84.1916667
cotulla,tx,2009-02-26,21:45:00,light,120.0,Bright yellowish lights in a triangle to diamond shape in the west skies over Cotulla Texas&#33,4/13/2010,28.4366667,-99.2347222
cedar park,tx,2009-07-05,07:00:00,changing,120.0,black noiseless craft changing from round to having two angles with aura traveling at steady speed from west to east.,8/5/2009,30.505,-97.82
colchester,ct,2009-09-19,19:51:00,light,240.0,Large&#44 bright white &quot;spotlight&quot; high in sky over Colchester&#44 Ct  ((NUFORC Note:  Missile launch.  PD)),12/12/2009,41.5755556,-72.3325
morongo valley,ca,2009-05-25,13:30:00,disk,600.0,Hovering disk ascending.,2/14/2010,34.0469444,-116.58
savannah,ga,2009-05-24,04:00:00,other,900.0,Savannah Morning Possible UFO,6/9/2009,32.0833333,-81.1
maysville,ok,2009-09-04,11:15:00,light,20.0,unidentified white light object with two windows in it appeared to be burning or crashing towards earth,12/12/2009,34.8172222,-97.4055556
auberry,ca,2009-07-25,21:08:00,unknown,180.0,White Star Object over the Sierra Mountains.  ((NUFORC Note:  ISS sighting.  PD)),8/5/2009,37.0808333,-119.4844444
glendale,az,2009-04-24,18:00:00,triangle,600.0,silent triangle craft in North Phoenix,5/12/2009,33.5386111,-112.1852778
lovell,me,2009-09-19,19:05:00,triangle,300.0,triangle shapes hovering over Kezar Lake at sunset.,12/12/2009,44.1266667,-70.8922222
las cruces,nm,2009-04-20,18:35:00,fireball,600.0,Orange Fireball Traveling Northbound Over Las Cruces,5/12/2009,32.3122222,-106.7777778
golden valley,az,2009-05-18,19:45:00,cone,1800.0,A cone shaped object South East of my house in Golden Valley&#44 AZ.  ((NUFORC Note:  Confirmed high-altitude research balloon.  PD)),6/9/2009,35.2233333,-114.2222222
enola,pa,2009-01-23,04:30:00,triangle,60.0,Large triangle of lights near Enola&#44 PA,3/19/2009,40.29,-76.9341667
hampton bays,ny,2009-12-21,19:50:00,other,10.0,Black&#44 cresnet shaped object with four dim lights raced across the sky.  ((NUFORC Note:  Student report.  PD)),2/14/2010,40.8688889,-72.5180556
spring hill,tn,2009-12-10,22:00:00,disk,300.0,Low flying&#44large object that made no sound&#44 moved very slow and appeared to hover at times.,12/12/2009,35.7511111,-86.93
selinsgrove,pa,2009-03-07,22:15:00,light,120.0,White light chased after by jet&#44 strange recording from reciever taken.,3/19/2009,40.7988889,-76.8625
arlington,ma,2009-09-19,20:00:00,cone,30.0,Cone Shaped light from bright dot. ((NUFORC Note:  Missile launch.  PD)),12/12/2009,42.4152778,-71.1569444
harper,ks,2009-11-13,03:00:00,light,300.0,It was a little after 3am&#44 maybe 3:05am Nov.13th&#4409. My wife is a nurse at a hospital in Wichita&#44KS about 40miles north of where we liv,12/12/2009,37.2866667,-98.0255556
winder,ga,2009-01-14,00:00:00,cigar,180.0,No noise and following each other,3/19/2009,33.9925,-83.7202778
boise,id,2009-09-18,21:50:00,light,900.0,Bright red light in sky moving very slow and at a random pace.,12/12/2009,43.6136111,-116.2025
salter path,nc,2009-08-12,21:00:00,disk,2700.0,Disc shaped object with red and white lights observed flying over the ocean for 45 minutes.,8/27/2009,34.6883333,-76.8863889
gilbert,az,2009-06-23,21:30:00,light,7.0,HOVERING  LIGHT IN THE SKY.,8/5/2009,33.3527778,-111.7883333
south zanesville,oh,2009-03-23,10:30:00,sphere,10.0,Looked like end of a Q-Tip&#44 beachball sized object appeared from north to south&#44 daytime&#44 color matched cloud horizon&#44 80mph at 60&#39.,4/14/2009,39.8991667,-82.0063889
haleiwa,hi,2009-08-20,02:00:00,unknown,20.0,6 large white symmetrical round lights appear off surf in Haleiwa Oahu.,4/13/2010,21.5902778,-158.1125
la crosse,wi,2009-09-05,19:20:00,light,1.0,Extremely bright white light that I captured on camera over the city of La Crosse WI,12/12/2009,43.8013889,-91.2394444
kettering,oh,2009-07-13,01:00:00,diamond,600.0,Multiple UFOs seen over East Dorothy Lane,8/5/2009,39.6894444,-84.1688889
eagle,wi,2009-02-12,21:30:00,oval,1500.0,A large&#44 bright&#44 stationary white light in the W sky&#44 not a star or plane&#44 observed for nearly 30 min..  ((NUFORC Note:  Venus.  PD)),3/19/2009,42.8794444,-88.4741667
sand springs,ok,2009-06-19,15:00:00,cigar,120.0,A cigar shaped object with 5 lights running left to right.The outer light were pulsing.Sounds similar to another sighting over Shell la,8/5/2009,36.1397222,-96.1086111
darlington,sc,2009-10-05,20:00:00,light,7.0,3 orange-red lights appeared in the sky to form a triangle.,12/12/2009,34.2997222,-79.8763889
silverthorne,co,2009-07-05,13:30:00,sphere,600.0,Spherical objects observed moving through trees&#44 probing the area,8/5/2009,39.6375,-106.0613889
union city,ca,2009-11-22,18:45:00,unknown,900.0,Unknown Aircraft Hoovers in Silence,12/12/2009,37.5958333,-122.0180556
dubuque,ia,2009-05-15,17:00:00,circle,10.0,Red glowing ball taking off before thunderstorm arrived on location,2/14/2010,42.5005556,-90.6644444
valrico,fl,2009-03-19,22:00:00,triangle,180.0,It looked  too large &amp; bright for a star&#44 then it split in 2&#44 and when it flew over me I could see it was triangular with 4 lights.,4/14/2009,27.9455556,-82.2580556
rio vista,ca,2009-09-03,04:49:00,cigar,8.0,Military Cloaks Plane,12/12/2009,38.1558333,-121.6902778
chatham,va,2009-12-11,01:00:00,oval,120.0,Second appearence of oval objects to be seen in the Chatham Va. area,2/14/2010,36.8255556,-79.3983333
oakwood,tx,2009-07-16,11:00:00,light,30.0,Bright red object drifts slowly an then fades out,8/5/2009,31.5847222,-95.8488889
ogden,ut,2009-05-31,17:00:00,sphere,300.0,Spherical orb over the mountains in North Ogden Utah,8/5/2009,41.2230556,-111.9730556
keene,nh,2009-08-20,21:30:00,triangle,60.0,It was a triangle with four lights three white ones and a red blinking one underneath.,8/27/2009,42.9336111,-72.2786111
aubrey,tx,2009-04-13,23:15:00,light,1800.0,bright blinking light on light moving about with fast pace in northwestern sky over Denton County Texas,5/12/2010,33.3041667,-96.9858333
asheboro,nc,2009-01-01,17:00:00,cigar,240.0,Silver Cigar Shaped object at high altitude moving West.,8/5/2009,35.7077778,-79.8138889
longview,tx,2009-05-15,21:30:00,unknown,5.0,My local television station had given the time of a passover of the international space station on this date (which I cannot remember e,8/5/2009,32.5005556,-94.7402778
valdosta,ga,2009-12-29,20:40:00,unknown,2.0,Constant green light&#44 flying south over Gerogia.,2/14/2010,30.8325,-83.2786111
mesa,az,2009-12-01,00:23:00,disk,240.0,Bottle cap shaped UFO with red glow underneath&#44 clearly seen from back yard on December 1st&#44 2009 .,12/12/2009,33.4222222,-111.8219444
los angeles,ca,2009-04-12,09:30:00,teardrop,420.0,White shape changing orb in Los Angeles sky,6/9/2009,34.0522222,-118.2427778
leesburg,ga,2009-05-02,04:12:00,flash,300.0,Pinpoint flash of light in stationary position four times&#44 fifth flash off to the east then it was gone.,5/12/2009,31.7319444,-84.1708333
mineral,va,2009-12-07,20:40:00,oval,30.0,I was walking outside of my house&#44 when I was looking up to see moon&#44 when I saw a oval shaped thing about 10 times the size of a star.,12/12/2009,38.0105556,-77.9088889
litchfield,ct,2009-08-14,23:50:00,fireball,5.0,Sparkling green fireball shooting over Litchfield CT.  ((NUFORC Note:  Possible meteor&#44 we suspect.  PD)),8/27/2009,41.7472222,-73.1891667
lakewood,co,2009-07-23,11:00:00,light,2700.0,bright starlike lights in midday in colorado,8/5/2009,39.7047222,-105.0808333
chalfont,pa,2009-09-19,20:00:00,light,120.0,light and weird mist in sky over Chalfont&#44 Pa. ((NUFORC Note:  Missile launch.  PD)),12/12/2009,40.2883333,-75.2094444
detroit,mi,2009-08-07,22:00:00,fireball,300.0,The bright fire red object moved from West to Northeast for a duration of 4-5 minutes.,8/27/2009,42.3313889,-83.0458333
brookings,or,2009-10-20,22:40:00,formation,300.0,Very solid dark object in the sky. I was photgraphing another object at the time. I think it was chasing the dark one.,6/23/2010,42.0527778,-124.2827778
canfield,oh,2009-12-04,20:00:00,circle,900.0,Strong white lit object seen over Canfield&#44 OH for 15 minutes.,12/12/2009,41.025,-80.7611111
wallingford,ct,2009-08-23,23:45:00,formation,300.0,Two bright lights flying very low and very close together,8/27/2009,41.4569444,-72.8236111
columbia,mo,2009-04-01,19:30:00,unknown,60.0,MISSOURI INVESTIGATORS GROUP REPORT:  It was a cloudless night except for a round shape black cloud covering the moon.,8/30/2010,38.9516667,-92.3338889
miami,fl,2009-01-10,21:10:00,formation,120.0,These objects were not known man made aircraft.,3/19/2009,25.7738889,-80.1938889
monroe,ut,2009-08-01,03:00:00,light,1200.0,Multiple orb ufo&#39s witnessed by four individuals.,12/12/2009,38.63,-112.12
new york city (brooklyn),ny,2009-10-04,15:30:00,other,360.0,UFO near JFK Airport NY on a bright sunny day,12/12/2009,40.7141667,-74.0063889
huntington beach,ca,2009-01-31,13:35:00,changing,1200.0,Blue/Green Translucent Worm Over Huntington Beach,3/19/2009,33.6602778,-117.9983333
fort lauderdale,fl,2009-09-28,20:05:00,sphere,180.0,Crystal sphere no sound over Fort Lauderdale and Miami Airport,2/14/2010,26.1219444,-80.1436111
saint croix falls,wi,2009-02-08,00:00:00,triangle,3600.0,i saw two triangle shaped ufo&#39s flying low to the ground flashing red beams at the ground.,4/14/2009,45.41,-92.6394444
marshall,nc,2009-04-27,21:44:00,light,600.0,Four balls of light over NC,12/12/2009,35.7972222,-82.6841667
hampton,va,2009-02-08,20:00:00,light,180.0,Dim&#44 starlike object making increadible manuvers at a high rate of speed.,3/19/2009,37.0297222,-76.3455556
rome,ga,2009-04-27,05:00:00,circle,1800.0,Hovering object on Mt. Alto in Rome GA,5/12/2009,34.2569444,-85.1647222
phoenix,az,2009-07-08,21:30:00,flash,30.0,Lake Pleasant night time UFO sighting,4/13/2010,33.4483333,-112.0733333
gig harbor,wa,2009-07-03,01:58:00,light,540.0,Bright White Light the Size and Brightness of Venus Passes Over Gig Harbor&#44 WA.  ((NUFORC Note:  Sighting of ISS.  PD)),8/5/2009,47.3294444,-122.5788889
seattle,wa,2009-09-03,20:00:00,light,600.0,large white lighted craft viewed over seattle&#44 wa,12/12/2009,47.6063889,-122.3308333
greenville,sc,2009-08-13,01:26:00,cigar,30.0,Slow moving UFO through semi-cloud cover on the night of a meteor shower&#44 most definatly not a meteor.,8/7/2011,34.8525,-82.3941667
queen creek,az,2009-03-14,19:30:00,other,300.0,2 connected lights high in the sky receding rapidly until disappearing,3/19/2009,33.2486111,-111.6336111
gonzales,la,2009-01-01,00:15:00,unknown,60.0,Three seperate groups of bright red  objects moving in a westerly direction,1/10/2009,30.2383333,-90.92
